Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
K.M.C HOSPITAL,23.9301493,90.3738244,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Bazar Road, বরিশাল",ChIJ__-_s1cxVTcR3EdB97PwlJw,"M645+MX Musegul, Bangladesh",7MJGP95F+WG
Reneca Hospital,23.5564665,90.3740384,0,0,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJL8yeuEq_VTcRd2iB4KlpLR0,"M65M+RW Char Amanulla, Bangladesh",7MMGP9RF+5J
Arafat General Hospital,22.940718,90.3743183,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sirajdikhan - Nimtola Road,ChIJpTgXoam8VTcRljs430jKjn4,"M687+WR Char Amanulla, Bangladesh",7MMGH9HF+GP
Bangladesh Eye Care Hospital Ltd,24.5223952,90.3744387,4.2,13,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJM3L1ZjW_VTcRTPgaFIrbSwc,"M6C7+P6 Bade Pabaijan, Bangladesh",7MMGP9QF+GQ
Delta Hospital Limited,23.9557946,90.3744743,3.8,10,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJx-AUDra4VTcR7LSjocF5c98,"M6GC+69 Telenga, Bangladesh",7MMGP9RF+6Q
Arafat General Hospital,25.0430685,90.3745854,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",R 359742002,ChIJk-9Cgaq8VTcRQPjA2MCnQ7k,"M6HV+HP Shailkupa, Bangladesh",7MMGH9HF+9R
Pancare Hospital Ltd.,23.3971382,90.3746251,4,13,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJU4gNUlO_VTcRtmd8ftf2Q5w,"M6JW+F2 Shailkupa, Bangladesh",7MMGQ94F+FV
Farabi General Hospital,23.3457242,90.3747862,3.6,21,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJUVXl0Ky4VTcRidhggs_PwN8,"M6JW+F5 Shailkupa, Bangladesh",7MMGQ93F+MW
TB Hospital,23.9641782,90.3748538,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Shahapara, Barishal",ChIJMweeiv8zVTcRT-EIkMQA9co,"M6JW+GG Shailkupa, Bangladesh",7MJGP97F+6W
TB Hospital,23.8151818,90.3756814,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Barishal,ChIJMweeiv8zVTcR97wA_Gx74Ss,"M6JW+H2 Shailkupa, Bangladesh",7MJGP97G+47
Barisal Chest Disease Clinic,23.4135076,90.3757,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barishal,ChIJVVj1L1AzVTcRJ9Qj_oGzwHo,"M6P3+PR Kirtipasha Union, Bangladesh",7MJGP97G+47
"Junior Consultant's Office, Chest Disease Clinic",25.9200607,90.3757047,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","TB Hospital, Amanganj",ChIJGb53AQszVTcRXZlNfrhp_CE,"M6WR+X4 Atlia, Bangladesh",7MJGP97G+47
Matador Diagnostic & Wellness Centre Limited,23.4903225,90.3759309,4.5,24,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJvZ4vdyO5VTcRgFvfkEXN4ZI,"M726+5X Bishnudia, Bangladesh",7MMGP9FG+X9
Holling Bery Syed Moazzem Red Crescent Hospital,24.3518325,90.3759785,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Shahapara, Barishal",ChIJAwSJn_8zVTcRiprsXPf52YY,"M72Q+GJ Moharajpur, Bangladesh",7MJGP96G+Q9
Anowar khan mordern hospital,24.8351988,90.3760125,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJVQuaA9e5VTcRXmLt0Yete3E,"M76Q+48 Agorghata, Bangladesh",7MMGP9WG+HC
"Healthcare Hospital,AlauddinComplex,Shirajdikhan Upozela Mor",23.379609,90.3760145,2.2,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Sirajdikhan - Nimtola Road,ChIJnzfLElW7VTcRU7AwoxlURG4,"M799+7V Sullah, Bangladesh",7MMGH9FG+RC
Red Crescent Hospital,24.0190571,90.37615,2.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Amanatganj Road, Barishal",ChIJw6dQkKIzVTcRDGIg8QFJvAw,"M79C+PH Sullah, Bangladesh",7MJGP96G+QF
Bangladesh ENT Hospital,23.4994949,90.3761557,4.1,130,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']",not found,ChIJZxPba1G_VTcR2Chkw3VkgE8,"M7J2+PH Shailkupa, Bangladesh",7MMGQ94G+6F
Charbaria Health and Family Welfare Office,25.7780866,90.3762368,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Taltali,ChIJ941Cl0oxVTcRvyWnVUn9WmY,"M832+VH Gohail, Bangladesh",7MJGP9QG+4F
Holling Beri Syed Moajjem Red Cresent Hospital,24.9753205,90.3763267,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barishal,ChIJu3tJp_8zVTcR0FgkV1NOQHU,"M85P+V7 Dhawrah, Bangladesh",7MJGP96G+PG
