,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
128,Parshuram Upazila Health Complex,23.2111199,91.445075,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Feni - Parshuram Road,ChIJlVkm9yBzUzcR2LP1Eu4O5Bg,"6C6W+C2 Parshuram, Bangladesh",7MMH6C6W+C2
129,Kalidaha Health Complex,22.9856399,91.4410665,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Kalidaho Road, Kalidaha",ChIJp7TZ_wJCUzcRmGEGcju0lto,"XCPR+7C Kalidaha, Bangladesh",7MJHXCPR+7C
131,Sukripara Union Health Complex,24.304559100000002,91.43799109999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Habiganj Sadar Upazila,ChIJoR9qrAhbUTcRleDQOiqr408,"8C3Q+R5 Bagunipar, Bangladesh",7MPH8C3Q+R5
132,Upazila Health Complex,23.105833800000003,91.4321219,3,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Munsirhat, Feni - Parshuram Road, Feni",ChIJf-_jA7tuUzcRQpcytwfaRLA,"4C4J+8R Uttar Sreepur, Bangladesh",7MMH4C4J+8R
134,Upazila Health Complex,24.367036300000002,91.4216382,2.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Habiganj,ChIJh4iXr_NEUTcRBV1O31FXCJQ,"9C8C+RM Habiganj, Bangladesh",7MPH9C8C+RM
135,"Union Health Complex, Birgaon",24.8824218,91.4206641,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bir Gaon Road, Bir Gaon",ChIJJRAdH2knUTcRj6gNQjiGuTs,"VCJC+X7 Bir Gaon, Bangladesh",7MPHVCJC+X7
139,Upazila Health Complex,25.065855600000003,91.4094135,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital - College Road, Sunamganj",ChIJew2jiCHbUDcRe4Y6smmGOB8,"3C85+8Q Sunamganj, Bangladesh",7MQH3C85+8Q
140,"Upazila Health Complex,Sonagazi",22.8501032,91.3965598,3.3,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonagazi Municipality,ChIJ9ZcE6QJFUzcRmxfHVE27PcY,"V92W+2J Sonagazi Municipality, Bangladesh",7MJHV92W+2J
142,Sonagazi Upazila Health Complex,22.850523100000004,91.39634559999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Sonagazi Municipality",ChIJWR1uLqBFUzcRBNh3OTQQbzE,"V92W+6G Sonagazi Municipality, Bangladesh",7MJHV92W+6G
143,Derai Upozila Health Complex,24.7278573,91.3756809,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Derai Road, Taral",ChIJmykT0U0lUTcRIwhmY3KwQ1g,"P9HG+47 Taral, Bangladesh",7MPHP9HG+47
144,Rajiura Health Complex,24.307669600000004,91.3745553,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Habiganj Sadar Upazila,ChIJIdPxGKNaUTcR9gFP2T8ErUc,"895F+3R Hurgaon, Bangladesh",7MPH895F+3R
145,Paik Para Women Health Complex,22.9158033,91.3641233,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonagazi Upazila,ChIJUSE0D7NcUzcRdYv7wju1LmM,"W987+8J Isa Pur, Bangladesh",7MJHW987+8J
146,Baniachong Upazila Health Complex,24.5043556,91.363973,3.4,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Baniachong,ChIJy84mWQhIUTcRFj_gM8vaz2U,"G937+PH Baniachong, Bangladesh",7MPHG937+PH
150,Upazila Health Complex,22.9377746,91.3101228,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Upazila Road, Daganbhuiyan",ChIJpz_DkuJdUzcRMQa0ZFDHzp4,"W8Q6+42 Daganbhuiyan, Bangladesh",7MJHW8Q6+42
153,Madhabpur Upazila Health Complex,24.0972948,91.2875989,4.1,15,"['hospital', 'health', 'point_of_interest', 'establishment']","N2, Madhabpur",ChIJbVyzz3j-UzcRyJ-RdQHMhho,"37WQ+W2 Madhabpur, Bangladesh",7MPH37WQ+W2
154,Bashurhat Upazilla Health Complex,22.8672973,91.2778718,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Sonagazi - Olamabazar - Chardarbeshpur-Companiganj Road, Basurhat",ChIJ293OpG9ZUzcRakT007qDAzY,"V78H+W4 Basurhat, Bangladesh",7MJHV78H+W4
155,upozila health complex (উপজেলা সাস্থ্য কমপ্লেক্স),22.867668300000002,91.2778089,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Z1434, Basurhat",ChIJO0JpyfRZUzcR-JpRew4X4CU,"V79H+34 Basurhat, Bangladesh",7MJHV79H+34
157,Sullah Upazila Health Complex,24.6679591,91.2687947,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Sullah,ChIJhyBk8UkyUTcRsvRvAtXISmE,not found,not found
158,Haripur Rural Health Complex,24.1082104,91.2601876,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Haripur Road,ChIJMzlcWE_-UzcRqEhnnTY75ds,"4756+73 Budhanti, Bangladesh",7MPH4756+73
159,Lakhai Upazila Health Complex,24.2891755,91.2561911,4.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Bamai,ChIJqYt3OVFSUTcRQ3CWwshlEWA,"77Q4+MF Bamai, Bangladesh",7MPH77Q4+MF
160,Balijuri Health Complex,25.1077728,91.24859040000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Balijuri,ChIJt102eAfNUDcRxivVm2YAgn8,"465X+4C Shoktiar Khola, Bangladesh",7MQH465X+4C
162,Bakshagonj Health Complex,23.067123499999997,91.2367717,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bakshaganj,ChIJq6qq-r1hUzcRXD6QPQK9u0I,"368P+RP Bakshaganj, Bangladesh",7MMH368P+RP
163,Jamalganj Upazila Health Complex,24.9983704,91.23606579999999,3.5,8,"['hospital', 'health', 'point_of_interest', 'establishment']",Jamalganj,ChIJl1y6XmHTUDcRpQaO9_JcqCk,"X6XP+8C Jamalganj, Bangladesh",7MPHX6XP+8C
165,Ajmiriganj Upazila Health Complex,24.552274399999998,91.2346678,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Ajmiriganj,ChIJn4pwHhc1UTcRj6KVo155OU4,not found,not found
166,Bangla Bazar Health Complex,24.8474276,91.2342943,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bangla Bazar,ChIJfZROusUrUTcRbkTxSxBDeDw,"R6WM+XP Sujanpur, Bangladesh",7MPHR6WM+XP
167,Upazila Health Complex,22.9955766,91.2335958,3.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Senbag Upazila, Hospital road,near Upozilla Porishod",ChIJqUc-nN9fUzcRyitPJkKL3Ew,"X6WM+6C Senbag, Bangladesh",7MJHX6WM+6C
169,MAAWS Health Complex,22.9364157,91.21495490000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","A586, Kabilpur",ChIJQ6CzKGNfUzcRQf6uBNGxpPg,"W6P7+HX Kabilpur, Bangladesh",7MJHW6P7+HX
170,Upazilla Health Complex,22.8353315,91.20644909999999,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kabir Hat,ChIJ9YzdG4ynVDcRbIXnaC0Kvd8,"R6P4+4H Kabir Hat, Bangladesh",7MJHR6P4+4H
172,Kabir Hat Health Complex,22.837141199999998,91.20469809999999,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Basur Hat - Kabir Hat Road, Kabir Hat",ChIJ_VfnYI6nVDcR9dZBS-kprrI,"R6P3+VV Kabir Hat, Bangladesh",7MJHR6P3+VV
173,Akhauta District Health Complex,23.8644561,91.20336970000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Akhaura,ChIJOcc7vPoJVDcRZLe6AMlbhvg,"V673+Q8 Akhaura, Bangladesh",7MMHV673+Q8
176,Akhaura Upazila Health Complex,23.864389199999998,91.2032366,3.8,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Akhaura,ChIJiwL2l_oJVDcR842ldnPU1KM,"V673+Q7 Akhaura, Bangladesh",7MMHV673+Q7
177,Union Health Complex,23.006439899999997,91.2026754,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Chhilania, Arjuntala",ChIJvaVxo0GfVDcRwO3unhmcO_c,"2643+H3 Arjuntala, Bangladesh",7MMH2643+H3
178,No.1 Moniand Union Health Complex,23.819825899999998,91.1989225,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Akhaura Upazila,ChIJ0_o86f8LVDcR5-t-T8QB0eo,"R59X+WH Mogra, Bangladesh",7MMHR59X+WH
179,Nangalkot Upazila Health Complex,23.1709671,91.1986256,4.2,27,"['hospital', 'health', 'point_of_interest', 'establishment']","Z1048, Nangalkot",ChIJ5VIKPkSdVDcR83JRK1S-s14,,
180,Comilla Sadar South Health Complex,23.4093611,91.19708829999999,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla Sadar Dakshin Upazila,ChIJw5YexpZ_VDcRa-6kpxiZ77w,,
181,Nasirnagar Upazila Health Complex,24.1934608,91.1964339,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Sarail - Nasirnagar - Lakhai - Habiganj, নাসিরনগর",ChIJIz843SOrVjcR8N0DA7iC7xo,"55VW+9H Nasirnagar, Bangladesh",7MPH55VW+9H
183,Gokarna Health Complex,24.139485,91.1889461,3.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",R220,ChIJO1VoqiAAVDcRys3EYUdJ_mE,"45QQ+QH Gokarna, Bangladesh",7MPH45QQ+QH
184,Tahirpur Upazila Health Complex,25.097877,91.1863082,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","তাহিরপুর উপজেলা, 3030",ChIJT1AHspsyVzcR2gQ9fLP_W5Y,"35XP+5G Tahirpur, Bangladesh",7MQH35XP+5G
185,Kau Kandi Union Health Complex,25.158018,91.18185340000001,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Tahirpur Upazila,ChIJ47A9DA0zVzcR_HLtaG6OMYk,"555J+6P Takerghat, Bangladesh",7MQH555J+6P
186,Gopinathpur Union Health Complex,23.7695857,91.17717900000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kasba Upazila,ChIJDZR6b_8LVDcR1_vyHGb71qw,"Q59G+RV Chandidar, Bangladesh",7MMHQ59G+RV
188,Takerghat Health Complex,25.193299399999997,91.1715607,4.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Tahirpur Upazila,ChIJVyrGAH00VzcRFmdJXCS_kck,"55VC+8J Takerghat, Bangladesh",7MQH55VC+8J
189,Shashidal Union Health Complex,23.631358399999996,91.1449707,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJc8CstHV3VDcRQj9MBKOyW-w,,
190,Lalmai Upazila Health Complex (Proposed),23.338593200000002,91.1436208,4.4,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla Sadar Dakshin Upazila,ChIJE00f7dCAVDcRV5JOktbhVo4,,
191,Khaliajuri Upazila Health Complex,24.688829000000002,91.14099940000001,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Khaliajuri,ChIJ-fJWKefNVjcRiuXNkK_rsU8,not found,not found
192,Hatiya Upazila Health Complex,22.2877478,91.1409427,3.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']","5 Nolchira - Jahagmara Road, Hatiya",ChIJN4K8poZeqzARApglO4Pyn8Q,"74QR+39 Hatiya, Bangladesh",7MJH74QR+39
193,Upazila Health Complex,24.688747199999998,91.1405515,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Khaliajuri,ChIJmXEgL-fNVjcRFmMupK9O1zc,"M4QR+F6 Khaliajuri, Bangladesh",7MPHM4QR+F6
194,Kasba Upazilla Health Complex,23.7488798,91.13935009999999,3.5,26,"['hospital', 'health', 'point_of_interest', 'establishment']","Rail Station - Araibari Road, Kasba",ChIJ2_Nkkah0VDcRoFW1SrqxqwM,,
196,Khaliajuri Upazila Health Complex,24.687275,91.13192640000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Khaliajuri Upazila,ChIJaWWIFgvOVjcR0qfbtxpemzc,"M4PJ+WQ Khaliajuri, Bangladesh",7MPHM4PJ+WQ
197,"Upazilla Health Complex, Burichang.",23.5564665,91.12690400000001,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Burichang Rajapur Road,ChIJQ-lcCfx7VDcR3h2XRkKNE8c,,
198,Sarail Upazila Health Complex,24.0713662,91.1182569,4.4,23,"['hospital', 'health', 'point_of_interest', 'establishment']","R220, Sarail",ChIJP2YIVMADVDcR9jkVOb9hd-c,"34C9+G8 Sarail, Bangladesh",7MPH34C9+G8
200,Subarnachar Upazila Health Complex,22.6515319,91.1097747,3.6,13,"['hospital', 'health', 'point_of_interest', 'establishment']","A571, Char Amanulla",ChIJdwPHJu6sVDcRTSg6jAFG3I4,"M425+JW Char Amanulla, Bangladesh",7MJHM425+JW
201,Charjabbar Health Complex,22.6566903,91.1081761,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Char Bata,ChIJXYaHxPCsVDcRDs0uTDUEnCI,"M445+M7 Char Bata, Bangladesh",7MJHM445+M7
202,Mainamati Union Health Complex,23.497741,91.1058409,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla - Sylhet Highway,ChIJfeNIpqJ7VDcRm-KS-vtF6hU,,
204,Austagram Upazila Health Complex,24.2735096,91.1043751,4,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Austagram Rd, অষ্টগ্রাম",ChIJZTp-VfquVjcRza95g-N-82g,"74F3+CQ Astagram, Bangladesh",7MPH74F3+CQ
205,Sonaimuri Sub Upzilla Health Complex,23.0376082,91.1018367,4.4,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Sonaimuri Bypass Road, Sonaimuri",ChIJ3R134PuYVDcRd49GoiGfqhs,"24Q2+2P Sonaimuri, Bangladesh",7MMH24Q2+2P
206,Budhal Union Health Complex,24.0372746,91.0989845,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJd0l5WcoFVDcRDjDi2Zwyk6c,"23PX+WH Budhal, Bangladesh",7MPH23PX+WH
207,Sonaimuri Upazila Health Complex,23.0026044,91.0955188,4.1,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Sonaimuri,Noakhali, Begamganj - Sonaimuri - Ramganj Road",ChIJMc6MbX6YVDcRMKN_lcNXfLA,"233W+26 Bazra, Bangladesh",7MMH233W+26
208,Brahmanpara Upazila Health Complex,23.6133333,91.0943145,4.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Brahmanpara - Dulalpur GC Road, Brahmanpara",ChIJFcASVFRwVDcRsmSLDTrlcOI,,
209,"Upazilla Health Complex, Itna, Kishoreganj উপজেলা স্বাস্থ্য কমপ্লেক্স, ইটনা, কিশোরগঞ্জ",24.5276034,91.0940146,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']","bajar road, Itna",ChIJQd4vv8bJVjcRpMvzZkK6soM,"G3HV+2J Itna, Bangladesh",7MPHG3HV+2J
211,Mehari Union Health Complex,23.7835433,91.08675670000001,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Abdul Awal Kheora-Purquil, Road",ChIJqy3L_BcNVDcRRdFMlFADGPc,"Q3MP+CP Purkoil, Bangladesh",7MMHQ3MP+CP
213,Jirtali Union Health Complex,22.9198062,91.07206490000002,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","A152, Jirtali",ChIJ19irHkSjVDcR5geppKDVQpU,"W39C+WR Jirtali, Bangladesh",7MJHW39C+WR
215,"Upazila Health Complex, Baruda Upazila, Comilla",23.376726100000003,91.05925529999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura,ChIJ2bOVMJmHVDcRPwIWzNgEG0U,,
216,Monohorgonj Upazila Health Complex,23.153882,91.058448,3.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Manoharganj Upazila,ChIJw3Mx4XeQVDcRQmOtskezD-w,,
217,Upazila Health Complex,24.4150926,91.051506,4.8,13,"['hospital', 'health', 'point_of_interest', 'establishment']",Mithamain,ChIJcekhcgW6VjcR0CFisFRx4-8,"C382+2J Mithamain, Bangladesh",7MPHC382+2J
218,"Upazila Protibandhi Hospital, Barura",23.376412600000002,91.04962409999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Road,ChIJFwd32gKIVDcRSBHF5Il6AMA,,
221,Bidyakut Union Health Complex,23.901955100000002,91.0365506,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bidyakut,ChIJS3P41rQRVDcRW7iAiOBmJb0,"W22P+QJ Bidyakut, Bangladesh",7MMHW22P+QJ
222,Ashuganj Subdistrict Health Complex,24.0334642,91.0298918,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Ashuganj Upazila,ChIJq6qqqnobVDcRKw1D-Q3Ngew,"22MH+9X Ashuganj, Bangladesh",7MPH22MH+9X
224,Mohanpur Union health Complex,23.5299121,91.017791,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Elahabad,ChIJFwOrCallVDcRRyuzge1e2eI,,
225,Barkamta union healt government hospital,23.4943603,91.0161821,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Barkamta,ChIJN4iFwA9lVDcRzVuGM0raeZI,,
227,Ashuganj Upazila Hospital,24.0296497,91.0067105,4.3,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Ashuganj,ChIJucwdb5EbVDcRQ99pA30-dLg,"22H4+VM Ashuganj, Bangladesh",7MPH22H4+VM
229,"Health Complex,Boribary",24.5022849,91.00577309999998,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barabari,ChIJU8-tr1a5VjcRdQAWmLJ1Zuw,"G224+W8 Barabari, Bangladesh",7MPHG224+W8
230,Dharamapasha Upzila Health Complex,24.903979500000002,91.0055887,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Dharmapasha,ChIJGSvheGEnVzcRKz2BQZiCoAE,"W234+H6 Dharmapasha, Bangladesh",7MPHW234+H6
232,Chandina Upazilla Health Complex,23.4883487,90.9983175,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina,ChIJk94EWxJkVDcR6Vxia_bQEdo,,
235,Bangora Thana Health Complex,23.7154582,90.98539670000001,4,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Barashalghar - Bangora Road, Bangura",ChIJy7vt4YBsVDcRQGuvXoojHQw,,
236,"Upozila health Complex,Mohanganj",24.879203399999998,90.9819162,4.1,10,"['hospital', 'health', 'point_of_interest', 'establishment']",Mohanganj,ChIJVedhzErfVjcRWfMKsu-sRbE,"VXHJ+MQ Mohanganj, Bangladesh",7MPGVXHJ+MQ
237,Upazila Health Complex,23.0600994,90.9696512,4.1,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Upazilla Road, Chatkhil",ChIJv4RkUDqUVDcRRimHGQg3MlA,"3X69+2V Chatkhil, Bangladesh",7MMG3X69+2V
238,"Upazila Health Complex, Nabinagar, Brahmanbaria.",23.886195800000003,90.9677571,3.8,31,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Nabinagar",ChIJpWDcCcQWVDcRprbS6b5-itk,"VXP9+F4 Nabinagar, Bangladesh",7MMGVXP9+F4
240,Manpura Upazila Health Complex,22.258083,90.9666849,not found,not found,"['hospital', 'premise', 'health', 'point_of_interest', 'establishment']",Manpura,ChIJI9CKXetBqzAR9BzFBb-7WwA,not found,not found
241,Bajitpur Upazilla Health Complex,24.2137674,90.96503299999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Bajitpur,ChIJVYWHTDGhVjcR3DpQ16Rf3nQ,"6X78+G2 Bajitpur, Bangladesh",7MPG6X78+G2
245,Madan Upazila Health Complex,24.7166957,90.9453231,3.9,22,"['hospital', 'health', 'point_of_interest', 'establishment']","Z3701, Madan",ChIJFSWB3NXcVjcRbw10dFpf44I,"PW8W+M4 Madan, Bangladesh",7MPGPW8W+M4
248,Nikli Upazila Health Complex,24.325860000000002,90.9335328,4.2,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Kargaon Bazar - Nikli Road, Nikli",ChIJO89b5M2iVjcR2rrZ8rFhbfs,"8WGM+8C Nikli, Bangladesh",7MPG8WGM+8C
249,Muradnagar Upazila Health Complex,23.6401853,90.9317536,4.1,21,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Lane, Muradnagar",ChIJVSlDn71pVDcR262H4eNVVXM,,
250,Kuliarchar Upazila Health Complex,24.157360699999998,90.9289026,5,6,"['hospital', 'health', 'point_of_interest', 'establishment']",Bajitpur - Kuliarchar Road,ChIJx8Y2PWygVjcRcoWLaJ8heGc,"5W4H+WH Kuliarchar, Bangladesh",7MPG5W4H+WH
252,Ramgati Upazila Health Complex,22.648364100000002,90.92581329999999,4.6,16,"['hospital', 'health', 'point_of_interest', 'establishment']",Lakshmipur - Ramgati Highway,ChIJH8_vQBO1VDcRDkR29gn8JuA,"JWXG+88 Char Alexander, Bangladesh",7MJGJWXG+88
255,"Upazila Health Complex, Ramgati, Laxmipur.",22.6973986,90.91158409999998,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Z1405,ChIJGdYzp721VDcRjU_Sbu0k6Lw,"MWW6+XJ Char Alexander, Bangladesh",7MJGMWW6+XJ
256,Upazila Health Complex,24.3137428,90.90978170000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Kargaon Bazar - Nikli Road, Nikli",ChIJ_f6RsqaiVjcR01zc3sATqoo,"8W75+FW Nikli, Bangladesh",7MPG8W75+FW
257,Paharpur Health Complex,23.5537887,90.906643,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Muradnagar Upazila, Paharpur, Muradnager, Comilla, Chittagong",ChIJ45mTFfZnVDcRiKaF8c_Q0Ys,,
261,"Upazila Health Complex, Kalmakanda",25.074471399999997,90.8933345,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Montola,ChIJ-wLlcBEYVzcRMRjKOhSMd10,"3VFV+Q8 Montola, Bangladesh",7MQG3VFV+Q8
262,"Upazila Health Complex, Kachua",23.340232999999998,90.8899214,3.9,15,"['pharmacy', 'hospital', 'doctor', 'health', 'point_of_interest', 'store', 'establishment']",Kachua,ChIJ_wuMvCP1VDcR_vY00gVPObA,"8VRQ+3X Kachua, Bangladesh",7MMG8VRQ+3X
263,Khaguria Health Complex,24.7139372,90.8886038,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barari Bhgabatpur,ChIJWXgzuPTnVjcR5HMhpnnFPxU,"PV7Q+HC Barair Bhagabatpur, Bangladesh",7MPGPV7Q+HC
264,Upazilla Health Complex,24.550110399999998,90.8884516,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","তারাইল - নান্দাইল রোড, Tarail",ChIJwz69jZTqVjcRPab5bv1ySwA,"HV2Q+29 Tarail, Bangladesh",7MPGHV2Q+29
265,Upazila Health Complex,24.8986484,90.88419920000001,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Health Complex, Barhatta",ChIJC_jl3iPgVjcRBo4b2e66XBk,"VVXM+FM Barhatta, Bangladesh",7MPGVVXM+FM
266,"Union Health Complex, Ambari",24.989846399999998,90.8782967,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ambari Bazar,ChIJA6-8kjEfVzcRaVxiRaeTg-4,"XVQH+W8 Charulia, Bangladesh",7MPGXVQH+W8
267,"OPD Building, Raipura upazila Health complex.",24.0008387,90.8624643,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Raipura Upazila,ChIJN0kpiakjVDcRyZpSPCVxiW0,"2V26+8X Raipura, Bangladesh",7MPG2V26+8X
268,Raipura Upazilla Health Complex,24.000507100000004,90.86242850000001,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Hospital Road,ChIJ1b-Zi6kjVDcRzWJOpQDwGDE,"2V26+6X Raipura, Bangladesh",7MPG2V26+6X
269,Atpara Upazilla Health Complex,24.8094715,90.8623885,4.2,13,"['hospital', 'health', 'point_of_interest', 'establishment']","Atpara Upazila, Atpara Hospital Road",ChIJQeH5Di3hVjcRZGSPvoOld9w,"RV56+QX Atpara, Bangladesh",7MPGRV56+QX
