,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
2816,Union Health and Family Welfare Center,23.2278015,90.0792107,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Isibapura bus stand, Ishibpur Road",ChIJ069nPi17VTcRZe6F9mMXoos,"63HH+4M Ishibpur, Bangladesh",7MMG63HH+4M
2824,Bandhabari Union Hospital,23.0029051,90.0641632,4.9,8,"['hospital', 'health', 'point_of_interest', 'establishment']","Kotalipara Upazila, বান্ধাবাড়ি",ChIJV099v6dgVTcRvSL2MS1p_Fw,"2337+5M Bandabari, Bangladesh",7MMG2337+5M
2834,Amgram Union Health and Family Welfare Center,23.1761361,90.0503392,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Amgram,ChIJUyCHq8djVTcRQyfuPNxGB0U,"53G2+F4 Amgram, Bangladesh",7MMG53G2+F4
2837,"Union health and family welfare center, Srefalbari, Radhagonj.",23.052348199999997,90.04468670000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhabanipur,ChIJ9VVMW1xhVTcRkVZg7eouQ7A,"322V+WV Sreefalbari, Bangladesh",7MMG322V+WV
2838,Nayabari Union Health and Family Welfare Center,23.6485902,90.04412020000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nayabari,ChIJS-H076qJVTcRCt-2wLjAvSk,"J2XV+CJ Barrah, Bangladesh",7MMGJ2XV+CJ
2843,Union Health Sub Centre,22.071951100000003,90.0394353,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Barguna Sadar Upazila,ChIJm-BBfOCcqjARjEeq0JhonLg,"32CQ+QQ Dhalua, Bangladesh",7MJG32CQ+QQ
2865,Nalton Union Family Planning Health Welfare Center,22.0357492,90.0235053,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Barguna Sadar Upazila,ChIJHReoHsaDqjAR4S6I9oaTpzE,"22PF+7C Patharghata, Bangladesh",7MJG22PF+7C
2889,Tujarpur Union Health and Family Welfare Center,23.398735000000002,90.0050902,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJbd4M4wOBVTcRX7rQWLCX8Hg,"92X4+F2 Bhanga, Bangladesh",7MMG92X4+F2
2912,Raihanpur Union Health and Health Center,22.1845888,89.9898621,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Patharghata Upazila,ChIJ0forX5t1ADoRBFK-q2cn1zE,"5XMQ+RW Raihanpur, Bangladesh",7MJF5XMQ+RW
2913,Shongkorpasha Union Health Care and Family Welfare Center,22.5353608,89.98970959999998,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Barisal - Pirojpur Road, Shankorpasa Union",ChIJl8aNE7AAADoRR8_uD9B4RrE,"GXPQ+4V Shankorpasa Union, Bangladesh",7MJFGXPQ+4V
2914,Union Health Centre,23.9711831,89.98911629999999,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Daragram,ChIJ4SaRY7sC_jkR5ZcW48wrTH4,"XXCQ+FJ Daragram, Bangladesh",7MMFXXCQ+FJ
2935,Dighi Union Health And Family Welfare Center,23.874830499999998,89.9731798,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Manikganj Sadar Upazila,ChIJF55j_k8d_jkRoCx6ZbphCS8,"VXFF+W7 Garpara, Bangladesh",7MMFVXFF+W7
2941,Union Health Care and Family Welfare Center,22.4235699,89.9682266,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","হাইস্কুল - বাজার - লঞ্চঘাট রোড, Telikhali Union",ChIJp_IAXHkIADoR9qREoIZtpiE,"CXF9+C7 Telikhali Union, Bangladesh",7MJFCXF9+C7
2947,Fazilhati Union Health and Family Welfare Center,24.127093600000002,89.9625999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Delduar Upazila,ChIJzaRUoPEB_jkRZUQM7FdvdqU,"4XG7+R2 Fultara, Bangladesh",7MPF4XG7+R2
2949,Union Health and Family Welfare Center,22.480057199999997,89.9614637,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","ইউনিয়ন:পত্তাশী, Zianagar",ChIJSwS_C-8HADoRo49VMIhOii8,"FXJ6+2H Zianagar, Bangladesh",7MJFFXJ6+2H
2951,Union Health Center,22.485764,89.9603461,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","উপজেলা পরিষদ সংলগ্ন, Zianagar",ChIJZw4SIcYHADoR0hh6J9oHUyQ,"FXP6+84 Zianagar, Bangladesh",7MJFFXP6+84
2968,Boraid Union Health and Family Planning Center,23.9976556,89.95130209999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Patilapara-Savar Bazar Road,ChIJ7X7Sz7sD_jkRMGnTJwvudGU,"XXX2+3G Delua, Bangladesh",7MMFXXX2+3G
3033,Narandia union health and family welfare center,24.4066946,89.9115719,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Narandia Bazar,ChIJVR7pZ27x_TkRMim6vo56cTQ,"CW46+MJ Nagar Bari, Bangladesh",7MPFCW46+MJ
3036,"Charbaniari Union Health Center, Garibpur",22.7866645,89.9000922,2.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Chitalmari Upazila,ChIJX2svKBb7_zkR2njU0yX8kV4,"QWP2+M2 Shantoshpur Union, Bangladesh",7MJFQWP2+M2
3037,Elasin Hospital (Union Health),24.1384547,89.89943290000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","দেলদুয়ার উপজেলা, Main road",ChIJQVifgHwH_jkRXhwrbT1JVkw,"4VQX+9Q Pach Elashin, Bangladesh",7MPF4VQX+9Q
3056,Laskardia Union Sub-Health Center,23.450261800000003,89.8763771,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Laskardia,ChIJLZf6n2Mt_jkRlxX6il34e5k,"FV2G+4H Laskardia, Bangladesh",7MMFFV2G+4H
3067,Pakutia Union Health and Family Welfare Center,24.0249585,89.8692203,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","সেওয়াইল, পাকুটিয়া",ChIJTYnOEvoF_jkRV0Mgdu3U3uU,"2VF9+XM Nagarpur, Bangladesh",7MPF2VF9+XM
3072,Salla union health sub centre,24.3738351,89.8619793,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalihati,ChIJ62I0oTHw_TkROSVEE86-Eiw,"9VF6+GQ Salla, Bangladesh",7MPF9VF6+GQ
3096,Nijra Union Health and Family Welfare Center.,23.090465899999998,89.8364558,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Gopalganj Sadar Upazila,ChIJz1wlk6DE_zkRXqU46PpXbHc,"3RRP+5H Barkhadia, Bangladesh",7MMF3RRP+5H
3099,Bekra Union Porishod Hospital,24.0528679,89.8356973,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Bekra Road, Bekra Gram",ChIJ6zRQ_LQJ_jkRtYk1TJ6Orlw,"3R3P+47 Bekra Gram, Bangladesh",7MPF3R3P+47
3124,Kodalia Union Health and Family Welfare Center,22.855203200000002,89.817361,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","বাগেরহাট সদর উপজেলা, Kodalia,kodalia,mollahat",ChIJ9d7V1Kvv_zkRUhRWOoo2daM,"VR48+3W Chitalmari Union, Bangladesh",7MJFVR48+3W
3128,Muraridah Union Health Center,23.5654826,89.8134005,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Faridpur Sadar Upazila,ChIJT1YtGRYx_jkRNX62uErwpCY,"HR87+59 Faridpur, Bangladesh",7MMFHR87+59
3155,Union Health Center,23.2223671,89.7787613,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Soto Khagrabaria To Sajail Road,ChIJKyCRQ_bP_zkRDytEy8ZjlAY,"6QCH+WG Orakandi Union, Bangladesh",7MMF6QCH+WG
3161,Monsurnagar Union Hospital,24.740727399999997,89.77336240000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Village-Shalgram, PO-Kumariyabari 2055, PS- 6710, Dist.-Sirajganj, Division-, কাজিপুর",ChIJb0sM_4qZ_TkRWgVHByf17eA,"PQRF+78 Malipara, Bangladesh",7MPFPQRF+78
3175,Ramkantapur Union Health and Family Welfare Center,23.440063600000002,89.7560474,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Saltha Upazila,ChIJf6T5aF00_jkRbQzCGToKhN4,"CQR4+2C Bibhagdi, Bangladesh",7MMFCQR4+2C
3179,Kaliganj Union Health Center,25.9200607,89.7510678,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kurigram-Kochakata Road,ChIJ0W7tgiG54jkRzJeda3mWw80,"WQC2+2C Balarampur, Bangladesh",7MQFWQC2+2C
3185,Suktail union health & family welfare centre,23.0812891,89.7329767,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJOedW-O7B_zkRgfnw7Iv2hvA,"3PJM+G5 Sutail, Bangladesh",7MMF3PJM+G5
3193,Belgacha Union Health Centre,25.0929504,89.72203459999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Belgacha,ChIJuaKRD11z_TkRRrNeATDexxg,"3PVC+5R Belgacha, Bangladesh",7MQF3PVC+5R
3204,Alfadanga Upazilla Hospital,23.294648600000002,89.70630279999999,4.6,7,"['hospital', 'health', 'point_of_interest', 'establishment']",Alfadanga,ChIJZ9FVRwTK_zkR_wXMoxRGeIA,"7PV4+VG Alfadanga, Bangladesh",7MMF7PV4+VG
3238,Sundarbans Union Health and Family Welfare Center,22.4541819,89.67759079999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mongla Upazila,ChIJVXKfsugjADoRBiIWxFa_GDw,"FM3H+M2 Banstala, Bangladesh",7MJFFM3H+M2
3239,Jhail Union Health and Family Welfare Center,24.4029871,89.67527199999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhawoil Gram,ChIJSWvp8q_D_TkRp6YqVa-qTpQ,"CM3G+54 Jhawoil Gram, Bangladesh",7MPFCM3G+54
3240,Jhawoil Union Porishod & Hospital Field,24.3999128,89.6752173,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Road, Jhawoil Gram",ChIJrWWTMb7D_TkRdQduYWOhcw0,"9MXG+X3 Jhawoil Gram, Bangladesh",7MPF9MXG+X3
3245,Union Hospital Dadshi,23.761947600000003,89.67114649999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Rajbari Sadar Upazila, Dadshi Bazar",ChIJ0dJAFihA_jkRr-KLy409dJg,"QM6C+QF Dadshi, Bangladesh",7MMFQM6C+QF
3252,Joymonirhat Union Health Care,26.086810600000003,89.66360809999999,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhuruingamari Upazila,ChIJEd4fyf_q4jkRUQqnn_gb2zU,"3MP7+PC Joymonirhat, Bangladesh",7MRF3MP7+PC
3253,"Union Health Family Welfare Center, Jalalpur, Shahjadpur, Sirajganj",24.1934284,89.662566,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shahjadpur Upazila,ChIJC29_M_Hf_TkRIK6XvDKpMwQ,"5MV7+92 Mulkandi, Bangladesh",7MPF5MV7+92
3293,CHONDIPUR UNION HEALTH CENTRE,25.499617399999998,89.6311993,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Sundarganj Upazila,ChIJLQme9TY3_TkRPPxCFHLI9M0,"FJXJ+RF Panspir Bazar, Bangladesh",7MQFFJXJ+RF
3298,Union Health and Family Welfare Center,24.3604293,89.62751850000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kamarkhanda Upazila,ChIJG4KYzi3D_TkRbfC2dczYsSY,"9J6H+52 Kornosuti, Bangladesh",7MPF9J6H+52
3313,"Union Health and Family Welfare Center, Kashinathpur",23.9603633,89.60479190000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","N5, Kashinathpur",ChIJyVDp8u5x_jkRWF53LyNzXuc,"XJ63+4W Kashinathpur, Bangladesh",7MMFXJ63+4W
3314,Gossainbari union hospital,24.7391245,89.6041197,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Gosainbari,ChIJUdRkMIOl_TkRU9_SYzl-pVE,"PJQ3+JJ Gosainbari, Bangladesh",7MPFPJQ3+JJ
3317,Narina Union Sub Health Center,24.219872,89.59978609999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Norina Road,ChIJi47zeYDZ_TkRphco9BYF6Bg,"6H9X+WW Moshipur, Bangladesh",7MPF6H9X+WW
3321,"Dupni-Konchibari Union Health & Family Planning Center,",25.500518300000003,89.59680829999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",বাজার সড়ক,ChIJp8UQzCgx_TkRlu1czL23X8s,"GH2W+6P Kanchibari, Bangladesh",7MQFGH2W+6P
3323,Narina Union Health and Family Welfare Center,24.2186228,89.59655129999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Norina Road,ChIJLzDhz77Z_TkRIoz2x4Zz2nI,"6H9W+CJ Moshipur, Bangladesh",7MPF6H9W+CJ
3330,Rajnagar Union Health & Family Welfare Centre,22.5994166,89.58818029999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Khulna - Mongla Hwy,ChIJn6aykXUnADoR3S2wPa6cBv4,"HHXQ+Q7 Chitra, Bangladesh",7MJFHHXQ+Q7
3346,Union Health Center Baharpur,23.686301399999998,89.56940990000001,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Baharpur,ChIJUV8aEWpD_jkRYiPBgPTvEOI,"MHP9+GQ Baharpur, Bangladesh",7MMFMHP9+GQ
3347,Shantiram Union Health and Family Welfare Center,25.5071375,89.5693308,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Sundarganj Upazila,ChIJacLbI3Mx_TkRRRgPjhQ5llw,"GH49+VP Belka, Bangladesh",7MQFGH49+VP
3349,Digha Union Board & Hospital,23.452683899999997,89.5690335,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Mohammadpur Upazila,ChIJ4YHc1BRN_jkRp91HqlSoV2U,"FH39+3J Felsha, Bangladesh",7MMFFH39+3J
3367,Union Health & Family Planing Centre,23.020855100000002,89.55445019999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","কালিয়া উপজেলা, Jamril danga",ChIJTxzfQSa9_zkRq6LXfuMEqT4,"2HC3+8Q Jamril, Bangladesh",7MMF2HC3+8Q
3376,Union Parishad Hospital,25.7298778,89.55262409999999,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Malikbeg,ChIJsW1nl9vN4jkRTLIRyC3p2iU,"PHH3+X2 Malikbeg, Bangladesh",7MQFPHH3+X2
3428,Union Health and Family Planning Center,24.9864147,89.50533490000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonatola Upazila,ChIJL2obmv8H_TkR1BSO2JZ9auY,"XGP4+H4 Sonatala, Bangladesh",7MPFXGP4+H4
3441,Union Health and Family Welfare Center,24.1750636,89.4924426,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Dighulia,ChIJddFTVCDX_TkRlMKFOSAwVuM,"5FGR+2X Dighulia, Bangladesh",7MPF5FGR+2X
3443,Union Health and Family Welfare Center,25.8011949,89.4883549,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajarhat Upazila,ChIJxSty8WLR4jkR0DoUWx_vMTE,"RF2Q+F8 Panchagram, Bangladesh",7MQFRF2Q+F8
3446,Shatrujitpur Union Health and Family Welfare Center.,23.418369600000002,89.4867442,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Magura,ChIJF-M0lctT_jkRfD0Okgb1a58,"CF9P+8M Satrujitpur, Bangladesh",7MMFCF9P+8M
3448,Narua Union Health and Family Welfare Center,23.641920000000002,89.482551,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJJzW34Dhb_jkRyhYI3KAuLvg,"JFRM+Q2 Garakhola, Bangladesh",7MMFJFRM+Q2
3449,Union Health Council,23.6418381,89.4824956,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Baliakandi Upazila,ChIJV1ngP91b_jkR5LHqV8f7jCw,"JFRJ+PX Garakhola, Bangladesh",7MMFJFRJ+PX
3451,"Upozila Health Care Center, Phultala, Khulna.",22.957055,89.48062979999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Phultala Upazila,ChIJsRFB6NaY_zkRz56vV1orQiY,"XF4J+R7 Phultala, Bangladesh",7MJFXF4J+R7
3465,Tepamadhupur Union Health and Family Welfere Center UHFWC,25.744707000000002,89.4647644,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaunia Upazila,ChIJC9bgY7PV4jkRgaVS0UgyQ2E,"PFV7+VW Tepa Madhupur, Bangladesh",7MQFPFV7+VW
3468,Kandi Union Health and Family Welfare Center,25.6038382,89.4627207,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Kandi-Chowdhurani Road, Kaikuri",ChIJo9fWiM8r_TkRjnhrHaFO7ok,"JF37+G3 Kandi, Bangladesh",7MQFJF37+G3
3469,No. 9 Kandi Union Health and Family Welfare Center,25.6038642,89.46270890000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Kandi-Chowdhurani Road, Kaikuri",ChIJffUtjogr_TkRvKJE67XYN9U,"JF37+G3 Kandi, Bangladesh",7MQFJF37+G3
3474,Mahendranagar Union Health Clinic,25.8703877,89.4564292,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Mahendranagar,ChIJ_cy0aurZ4jkReeLu6_84oQg,"VFC4+5H Mahendranagar, Bangladesh",7MQFVFC4+5H
3479,Sonarai Union Health Care Center,24.9480762,89.44388520000001,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Gabtali Upazila,ChIJYRh3BP0A_TkRvCmM4HWaXN0,"WCXV+6H Jaguli, Bangladesh",7MPFWCXV+6H
3494,Dakshinpara Union Health and Family Welfare Center,25.0101715,89.42525959999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Gabtali Upazila,ChIJi7S5zToC_TkRD_iAkkfYhxY,"2C6G+34 Langluhat, Bangladesh",7MQF2C6G+34
3495,Union Health and Family Welfare center,25.009949399999996,89.42498,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJW3FbYXQD_TkRgAIpjSR2dJs,"2C5F+XX Langluhat, Bangladesh",7MQF2C5F+XX
3506,Union sasthya Clinic,26.019824300000003,89.4206502,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Bangladesh Border Road, Durgapur",ChIJtTg3HMHf4jkR-wI5Yb8jMU4,"2C9C+W7 Durgapur, Bangladesh",7MRF2C9C+W7
3518,Saptibari Union Health and Family Welfare Centre,25.9387169,89.41693670000001,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Saptibari,ChIJuQFBGrbY4jkR_lVZglb2cL8,"WCQ8+FQ Saptibari, Bangladesh",7MQFWCQ8+FQ
3528,Hadol union poribar porikolpona hospital,24.1116171,89.40235559999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Ayengonj Bazar Bridge, Dhanuwaghata to Ayengonj Bazar Road",ChIJGZUdnBZ__jkRkBHLDZ7JIBk,"4C62+JW Goalgaon, Bangladesh",7MPF4C62+JW
3546,Union Health Center,25.278001999999997,89.3888759,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Palashbari,ChIJW5TPoQjg_DkRXnWKMZe2Zvk,"79HQ+6H Dayarpara, Bangladesh",7MQF79HQ+6H
3552,Shahidbag Union Health and Family Welfare Center,25.7669723,89.38139140000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Shahidbag,ChIJxQsFjvIp4zkRtjaxHknTAXw,"Q98J+QH Kursha, Bangladesh",7MQFQ98J+QH
3559,"Talam Union Health and Family Welfare Center, Tarash, Sirajganj.",24.4308914,89.37247690000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Tarash,ChIJDf9gdko1_DkRK2CBPG2qOt0,"C9JC+9X Tarash, Bangladesh",7MPFC9JC+9X
3573,Union Health Center,23.718514199999998,89.3475366,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Pangsha Upazila, ইউনিয়ন স্বাস্থ্য কেন্দ্র",ChIJ00nBlPb0_jkREVWUcTpTujI,"P89X+C2 Kashbamajail, Bangladesh",7MMFP89X+C2
3584,Foiljana Union Hospital,24.1237764,89.32907309999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chatmohar,ChIJIyidDQyB_jkRolC9kWwqvEY,"48FH+GJ Shujapur, Bangladesh",7MPF48FH+GJ
3605,Agorghata Union H&FWC(আগরঘাটা ইউনিয়ন উপ-স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র),22.6461845,89.30180859999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Paikgacha Road, Agorghata",ChIJe6SjTP59_zkRrM6Y_-Gw-OQ,"J8W2+FP Agorghata, Bangladesh",7MJFJ8W2+FP
3606,Buril Union Health and Family Welfare Center,24.6547384,89.30146359999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nandigram - Sherpur Road,ChIJ3VZKaGVP_DkR8TPN6WxUF18,"M832+VH Gohail, Bangladesh",7MPFM832+VH
3616,Chatmohar upozila sastho complex (চাটমোহর উপজেলা স্বাস্থ্য কমপ্লেক্স),24.2324078,89.2873133,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Singra - Gurudaspur - Chatmohor Road,ChIJ44uEmq0p_DkRQ6y2EXDysaQ,"67JP+XW Chatmohar, Bangladesh",7MPF67JP+XW
3625,Maguraghona Union Family Planning and Healthcare Center,22.8224904,89.270776,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Khulna - Satkhira Road,ChIJ6SLEFz9x_zkRAAksOCVvcxM,"R7CC+X8 Chuknagar, Bangladesh",7MJFR7CC+X8
3631,Union health and family welfare center,26.001158899999997,89.26500759999999,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","চাপারহাট বাজার, চাপারহাট উচ্চ বিদ্যালয় সড়ক, Chandrapur",ChIJA_tdet0i4zkRmqE7f1USvh4,"2728+F2 Dalagram, Bangladesh",7MRF2728+F2
3668,Kalai Union Health and Family Welfare Center (Pilkunj),24.9021068,89.24183740000001,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Tindighi-Pilkunju Road,ChIJ7RAAbB1Z_DkRSYhYGo1Bxbo,"W62R+RP Pilkunja, Bangladesh",7MPFW62R+RP
3695,Punat Union Health and Family Planning Center,25.049614899999998,89.21894909999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Joypurhat - Mokamtola Highway, Punat",ChIJQ5E7fkbx_DkRqfQfac5aPAs,"26X9+RH Punat, Bangladesh",7MQF26X9+RH
