Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID
Eastern Medical College & Hospital,23.4792405,91.0731434,4.3,109,"['hospital', 'university', 'health', 'point_of_interest', 'establishment']",Dhaka - Chittagong Highway,ChIJt6B8tdZ-VDcRivKZlPdt3bo
Eye Hospital,23.4698392,91.1375577,4.6,19,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla Adarsha Sadar Upazila,ChIJp5Tqsqt-VDcRrTa_LygQrDQ
"AFC Health Fortis Heart Institute, Cumilla",23.4696747,91.1480904,4.4,40,"['hospital', 'health', 'point_of_interest', 'establishment']","Alekhar Chor, Cumilla",ChIJB9popbN-VDcR037Ej92_S_o
Doctors Community Hospital,23.3767289,91.0576272,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Lalmai-Barura Road, Barura",ChIJGW1caQCIVDcRevbP5j3CqLA
Renesa Hospital,23.37643,91.0580833,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Lalmai-Barura Road, Barura",ChIJU-jCegCIVDcRS3JiNVa6FZA
Medicare Hospital,23.3764341,91.058567,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJ591lAaSJVDcRXWg0noAZBYI
"উপজেলা সাস্থ কমপ্লেক্স, বরুড়া উপজেলা, কুমিল্লা",23.3767261,91.0592553,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura,ChIJ2bOVMJmHVDcRPwIWzNgEG0U
"Upazila Protibandhi Hospital, Barura",23.3764126,91.0496241,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Road,ChIJFwd32gKIVDcRSBHF5Il6AMA
"Surjer Hashi Clinic, Barura",23.3788102,91.0490609,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Barura-Jhalam Road, Barura",ChIJLSCuqgKIVDcRcgpLaPG-xLc
Mukti Hospital (Pvt) Limited,23.374854,91.0616706,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Lalmai-Barura Road,ChIJKXBxuc2HVDcRW4tSrf0bbDc
ফেয়ার হসপিটাল,23.3749196,91.0625293,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Barura Upazila, Barura Bazar moulovi Bazar, Barura,Comilla Barura bazar 3600",ChIJ5dNexf6HVDcRNaylyjrUQ3s
Fair Hospital,23.3749325,91.062936,5,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJzyO0z_6HVDcR97cezDA7TSQ
Shurjer Hashi Medical Center,23.3892059,91.0542047,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Barura Upazila, Puran Kadba",ChIJPeGM3a1iVDcRXRutIWgh4uo
PROTIBONDI SAHAJO SABE KINDRO,23.3814701,91.0312728,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura-Jhalam Road,ChIJYSddjRJjVDcRaWpDt7_NPXE
"Medicare Hospital,Barura",23.3551064,91.0394635,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJBbjyoOGJVDcRW1iIvDuTZYw
Madina Pharmacy (Dr. M A Samad),23.4082455,91.0550925,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Moguji bazar Barura, Comilla",ChIJW3Ndi8tiVDcRE5DgC7efKEQ
কমিউনিটি ক্লিনিক,23.3457944,91.0501596,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJDdjpNXCIVDcRD3kVa6byOtg
চোওরী কমিউনিটি ক্লিনিক,23.3457242,91.0501656,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","চোওরী, পোষ্ট অফিস:",ChIJNQlDjWKJVDcRwueBexVFA0Q
Prime Hospital Barura,23.4039661,91.0877645,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mowlovi Bazar,ChIJA31-1ft9VDcR2Ltl5cUlelg
মা মেডিকেল হল,23.3942858,91.101936,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",বাতাইছরি,ChIJzSjxEvh9VDcRo8u50aSr82Q
Laksam Diagnostic Center and Hospital,23.2372684,91.1238818,4.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']","R141, Laksam",ChIJwapz8mKEVDcRrklR9RmWzh4
Chandpuri shah Hospital,23.1822843,91.092512,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam,ChIJFdPLA9SaVDcRBGFQBFa7gMc
M/S PROTEIN SOLUTION,23.270339,91.0454456,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam Upazila,ChIJI8__S8aPVDcR5M3Dq7OwprY
Mudapharaganja Diagnostic Center,23.2693084,91.0433981,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Comilla - Chandpur Highway, Muddafarganj",ChIJmyzNZUaPVDcRT5s7k3kYyEM
Muddafarganj Health Care Hospital,23.272004,91.0487518,4.2,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Comilla - Chandpur Highway, Muddafarganj",ChIJ27Wz_k-PVDcRuc6S1QT8f2g
সূর্যের হাসি ক্লিনিক,23.2694646,91.0508132,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Laksam - Muddafarganj Road, Muddafarganj",ChIJPxh0zTmPVDcRBb0npoMyhSU
Health Care Home,23.2721543,91.0489635,3,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Comilla - Chandpur Highway, Muddafarganj",ChIJn6vq_U-PVDcRbKv3iUWRGAM
Ansariya Modern Hospital,23.268295,91.054441,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Muddafarganj,ChIJaXurcFmPVDcRZcqCYO_YoI4
Kalora Community Clinic,23.2914361,91.0360911,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJh7A9FMmIVDcRNUpcJXBJDBE
Surjer Hasi Clinic,23.2638228,91.086351,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam - Muddafarganj Road,ChIJV31LQDGFVDcROhFvSVBiDjw
চন্ডিপুর সরকারি স্বাস্থ্য সেবা কেন্দ্র।,23.2332778,91.0252057,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJCwKvKaaPVDcR9FZ6c0t2lrI
Payalgacha Medical Centre,23.283737,91.0016468,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Payalgacha - Shantair Bazar Road,ChIJ46EBrcqOVDcRvFdhA-8G5V4
মুগগাঁও কমিওনিটি ক্লিনিক,23.3136567,91.0401023,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barura Upazila,ChIJs2U4sKeJVDcR68Bl6z3rGZ0
Noapara Community Clinic,23.2633224,91.0960766,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Laksam Upazila,ChIJU616O8uFVDcRsuVJluZUr0Y
Chondipur Hospital,23.2277799,91.0241066,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","শাহরাস্তি উপজেলা, Chandipur",ChIJ4dJUm7iPVDcREB3j3VQU9ak
SM Safi Hospital,23.3044347,91.0783312,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Puluya,ChIJI5t312qGVDcROP--JhpoRV0
রায়শ্রী কমিউনিটি ক্লিনিক,23.2377233,91.0091933,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shahrasti Upazila,ChIJlcAyIsaPVDcRv14mfvgWSeA
মেসার্স বাংলাদেশ ফার্মাসী,23.2623794,90.9948434,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Jagatpur - Changini Road,ChIJFcahsL2OVDcRj-cAdFO7isI
Payalgacha Health Community Center,23.2864262,90.9975371,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kachua Upazila,ChIJHcA8c0uJVDcRscjde7GohLA
Gyas Chowdhury Hospital,23.2864227,90.9975203,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Payalgacha - Shantair Bazar Road,ChIJiQwP65KJVDcR_nHCVQawBWo
Cumilla Medical College Hospital,23.4515415,91.2029603,4.4,211,"['hospital', 'health', 'point_of_interest', 'establishment']","Kuchaitoli, Doctor Akhtar Hameed Khan Road, কুমিল্লা",ChIJawVBzkJ_VDcRKSUk-uPiBA8
Moon Hospital Limited,23.464159,91.176425,3.8,99,"['hospital', 'health', 'point_of_interest', 'establishment']","Shahid Khawaja Nizamuddin Road, Cumilla",ChIJB5l0Ail_VDcRWQKr9Y-6y8I
Mother Care Center,23.4574801,91.1833614,4.2,25,"['hospital', 'health', 'point_of_interest', 'establishment']","523, Govt. Women's College Road, কুমিল্লা",ChIJYR6ZMjt_VDcRNLh053OOspk
Momota Ma O Shishu General Haspatal,23.4596091,91.1748746,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Ranir Bazar, কুমিল্লা",ChIJ49io6id_VDcRcyJPfcNKXIg
Comilla Police Hospital,23.4665149,91.1730962,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Cumilla,ChIJjUUHENZ-VDcRNC7kAVWS-2s
কাকিয়ারচর কমিউনিটি ক্লিনিক,23.4606574,91.1809065,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",কাকিয়ারচর,ChIJweQ6ozF_VDcR1aIqgnddjv0
homio pathik collage,23.4606574,91.1809065,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Comilla poraton, Chowdhury Para",ChIJ4aPj5y1_VDcRZWAFTAxEIMw
"সেবা এ্যাম্বুলেন্স সার্ভিস,কুমিল্লা।",23.4606574,91.1809065,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","কুমিল্লা মেডিক্যাল কলেজ হাসপাতাল,কুমিল্লা।, Cumilla",ChIJiQRjJ6x_VDcRIX6YtryVJoA
Jalgaon kobiraj,23.4606574,91.1809065,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Cumilla",ChIJ8Xuzz-F9VDcRC8aIlfc0--4
Pubg rj mental academy hall,23.4606574,91.1809065,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Cumilla,ChIJCTfHZW1_VDcRC_llb3F816w
Sharma Maternity Care,23.4606574,91.1809065,3.6,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Madina Masjid Rd, Cumilla",ChIJG9V9ZyZ_VDcRbab8ETZMYD8
Md.Nure Alam,23.4606574,91.1809065,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","গোপালনগর, কুমিল্লা",ChIJf4F5WSZ_VDcR_XhdOmU7Xj4
Care Hospital,23.4606574,91.1809064,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","South Bangura . Bangura Bazar, কুমিল্লা",ChIJKS-EbQ5_VDcRGt46BI8b4vg
Comilla Apollo Hospital,23.4593695,91.1808324,4.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Kandirpar, Cumilla",ChIJvx1NpyV_VDcRS6p9I-PhJNk
Shohel Medical Hall,23.461679,91.1797508,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Shahid Khawaja Nizamuddin Road, Cumilla",ChIJ6bTWXy9_VDcRfdVjDRT6-lc
Medi Teak,23.4613665,91.1794478,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","R141, Cumilla",ChIJ9WM4Xy9_VDcRO6vS7gmrBXA
মেসার্স ফল্মি এন্টারপ্রাজ,23.4612986,91.1793006,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Kandirpar, Cumilla",ChIJfcmSnmp_VDcRJoj9ruqsHrk
Brahmanpara Upazila Health Complex,23.6133333,91.0943145,4.7,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Brahmanpara - Dulalpur GC Road, Brahmanpara",ChIJFcASVFRwVDcRsmSLDTrlcOI
Boxanagar Community Health Centre,23.6107991,91.1738292,3.9,9,"['hospital', 'health', 'point_of_interest', 'establishment']","Boxanagar, Kalamchoura",ChIJLySfmAB3VDcRpuB_--sgq3A
The Vision Hospital,23.6896965,91.0912514,4.6,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Comilla - Mirpur Road,ChIJ11ZMqfxwVDcRNvsnPsacbnw
Kasba Upazilla Health Complex,23.7488798,91.1393501,3.5,26,"['hospital', 'health', 'point_of_interest', 'establishment']","Rail Station - Araibari Road, Kasba",ChIJ2_Nkkah0VDcRoFW1SrqxqwM
Jonone Daigonostic center,23.6148674,91.1066097,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Brahmanpara,ChIJL-sBy-JwVDcRP41_ywFv7ng
Jononi diagnostic center,23.6148174,91.1068213,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Brahmanpara,ChIJdSPYy-JwVDcRc1jbeOADKLM
"Madhumati Hospital, Brahmanpara",23.6126764,91.1066986,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Burichang - Brahmanpara Road, Brahmanpara",ChIJf2Zz6wBxVDcR8DBIH9WgHdQ
Mhadumoti Hospital (pvt) Limited,23.6124144,91.1068578,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Brahmanpara,ChIJr02uNuNwVDcRKBzMQn9HoUs
ব্রাহ্মানপারা ডায়াবেটিস ও জেনারেল হাসপাতাল (Brahmanpara diabetes and General Hospital),23.6119846,91.1068048,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Brahmanpara,ChIJpSEyu7hxVDcRt7NSDxO0nb8
Vision hospital PLT,23.6116551,91.1067981,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","ব্রাক্ষণ পাড়া লাইন, এম এ গনি রোড",ChIJg8BnW21xVDcRjSn9BPoKJf4
ভিশন হসপিটাল (প্রাঃ) লিঃ,23.6109073,91.1062996,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Burichang - Brahmanpara Road, Brahmanpara",ChIJS3l8wrFxVDcR4ICRuEIu7Qw
The Vision Hospital দি ভিশন হসপিটাল,23.6108645,91.106175,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Major A.Gony Road, Brahmanpara",ChIJI-ykn1BxVDcRJyV--0_ZjTQ
Upazila livestock office Brahmanpara,23.6094817,91.1058633,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Burichang - Brahmanpara Road, Brahmanpara",ChIJHdP6uZ5xVDcRfloXa5bBcTg
Ashraf Telemedicine Shebakandra,23.5966923,91.090825,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Shahebabad Bazar Road, Brahmanpara",ChIJiRCxR1xwVDcRjBfPcIUdkXo
"মনতলা হোমিও হল,বারেশ্ব্র চৌমোহনী।",23.5931981,91.1158758,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chowmohoni-Pachora Road,ChIJoaQwDclxVDcRBnH5bSKS7EA
Swapan Pharmacy,23.5915498,91.0897631,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Trail/Path, Bangladesh",ChIJbbjwbmRxVDcRvi3X5VzQ5xw
Shashidal Union Health Complex,23.6313584,91.1449707,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJc8CstHV3VDcRQj9MBKOyW-w
পূর্ণমতি কমিউনিটি ক্লিনিক,23.5823368,91.1179293,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",ওয়ার্ড নং ৪,ChIJ-bOqlRZxVDcRJucBeJzQ-Tw
উত্তর সাইচাপাড়া বজলু মাষ্টার বাড়ী,23.6061523,91.0558094,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","দেবীদ্বার উপজেলা, গ্রামঃ উত্তর সাইচাপাড়া, পোঃ মাদ্রাসা সুলতানপুর, থানাঃ দেবিদ্বার কুমিল্লা।",ChIJ70OLAi9vVDcRyIh-VlQvYDA
Saichapara Community Clinic(সাইচাপাড়া কমিউনিটি ক্লিনিক),23.5907517,91.0619253,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Road, Fatehabad",ChIJo1i7IOVxVDcRgcupQij8q-w
"Upazila Livestock Office, Burichong, Cumilla.",23.5530996,91.1299439,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Burichang Upazila,ChIJRyRcJp17VDcR4GADAIhe9Ms
Burichang model hospital,23.5556137,91.1266683,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Comilla - Burichang Road, Burichang",ChIJrd9NAnR7VDcR-oXBhAHQhXA
Adhunik Hospital And Diagnostic Centre,23.5558094,91.126796,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Burichong Road,ChIJUdnPuBp6VDcRk-Z7rTm4mAU
"Upazilla Health Complex, Burichang.",23.5564665,91.126904,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Burichang Rajapur Road,ChIJQ-lcCfx7VDcR3h2XRkKNE8c
Happy Medico,23.5565306,91.1270234,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Burichang Rajapur Road,ChIJe74oyhp6VDcRhBzA8fHkNCI
"উপজেলা স্বাস্থ্য কমপ্লেক্স, বুড়িচং",23.557004,91.1271816,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Burichang,ChIJ4cWbNAV6VDcRRczjHJStOmc
জগতপুর কমিউনিটি ক্লিনিক,23.5655375,91.1146577,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Burichang Upazila,ChIJJ-IHk817VDcRardw9YYt-Q4
Dr. Kazi sahab uddin,23.5466582,91.100535,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","বুড়িচং উপজেলা, Uttar Jatrabari",ChIJI-xuM097VDcR65DjvGmphL4
সেবা মেডিকেল হল,23.5388998,91.0957773,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Gobindapur,ChIJ41pXC_Z6VDcRMfEg7UcYM00
National Hospital,23.4331982,91.1715952,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Near Jangalia Bus Stop, Laksham Road, Cumilla",ChIJ_8UQI3F_VDcR2a0aelmVnHw
janma Center,23.4300714,91.172499,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Cumilla,ChIJ-9L615B_VDcRKX7t2PihwXE
Laksham Lit IHEALTH CARE Bangladesh,23.4409203,91.1740452,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Laksham Road, Cumilla",ChIJ7yEu6mJ_VDcRhuUvVRmcT3c
Modern Hospital,23.4415216,91.1738989,3.8,42,"['hospital', 'health', 'point_of_interest', 'establishment']","Laksham Road, Cumilla",ChIJxy108h1_VDcRxF1QHcM9-fY
Prime Medical Center,23.4204629,91.1724589,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Near Notun Paduar Bazar Jame Masjid , Paduar Bazar Biswa Road, Laksham Road, Cumilla",ChIJu0Lvl1R-VDcRT8pd4xPabtc
Bijoypur Union Parishad Hospital,23.4331546,91.1580962,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Haratoli, Cumilla",ChIJI12pQr9_VDcRvCBtgzl5jJ8
Madina Hospital ; Cumilla,23.4438689,91.1754505,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Laksham Road, Cumilla",ChIJ40S6cB5_VDcR6aSNQ8e12UQ
হাসপাতাল,23.4425402,91.1813495,2.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","CML17, Cumilla",ChIJT0j_LRp_VDcR0K0XsieS9Jc
Modina Hospital & Digital Diagnostic Lab,23.4455334,91.1765751,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Near by Ashrafpur Ek Gombuj Mosque, Laksham Road Madhyam Ashrafpur, Ashrafpur, Cumilla",ChIJb0Fa8B5_VDcR_66rcJsYI2w
Sonar Bangla Hospital,23.447044,91.1774719,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Cumilla,ChIJeTHqrSJ_VDcRB1OSEW-8UdE
Union Health and Family Welfare Center,23.4317521,91.1536714,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","South Comilla, Haratoli, Sadar",ChIJ0foDaUB_VDcRwG-Fm7jHkSE
Bijoypur Union Parishad Hospital,23.4315773,91.1530106,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Haratoli, Cumilla",ChIJtQy2pVh_VDcR5Gnjls42VPc
Uzirpor Hospital,23.4813367,90.867472,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina Upazila,ChIJ3crZqixcVDcRrzwpS9tk47w
Popular Digital X-Ray,23.489248,91.0083636,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Gate, Chandina",ChIJuQUngAhlVDcRfVGrsP9fBUo
চান্দিনা মীম হসপিটাল,23.4892481,91.0083637,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina,ChIJVVVVVW5kVDcRTQuNl10wiO8
Mohona Hospital,23.4892934,91.0085505,3.7,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Upazila Road, Chandina",ChIJeceaAG9kVDcRNaz16Gllw08
Chandina Medical Center Private Ltd.,23.4873053,91.0082048,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Near court masjid, চান্দিনা",ChIJDe5S5HFkVDcRgBIdg_RN2Fg
Aadarsho Homeo Hall,23.4888446,91.0044776,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhanshiree - Bus Stand Road, Chandina",ChIJvSxNsW1kVDcRi7axSOWFAMg
Chandina General Hospital,23.4859335,91.0067757,2.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina,ChIJeaiL43FkVDcRpPYapt2L2eE
Chandina Medical Pvt Ltd.,23.4859714,91.0064372,2.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Chandina Grand Trunk Road, Chandina",ChIJ8S6v_HFkVDcR_RMp9QhaBpE
দত্ত ডেন্টাল কেয়ার,23.4871946,91.0048279,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Chandina",ChIJodqpWnZlVDcRLrNDiGD4Nrk
"Upazila Livestock Office, Chandina",23.486147,91.0108408,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina Upazila,ChIJW730Ub1lVDcRpXC_B-8YPDk
Chandina Medinova Hospital,23.4898279,91.0010189,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka - Chittagong Highway, Chandina",ChIJY-8UiP1lVDcR-bjIsNRphHY
Barkamta union healt government hospital,23.4943603,91.0161821,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Barkamta,ChIJN4iFwA9lVDcRzVuGM0raeZI
১৫ নং বরকামতা ইউনিয়ন স্বাস্থ্য ও পরিবার কল্যাণ কেন্দ্র,23.4943605,91.0161825,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barkamta,ChIJz8S-KGJlVDcRPKZJ8TLsUg4
Kar Bari,23.4894759,91.0183939,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barkamta,ChIJs0ivGfxlVDcRu5n4A4hVkpY
Chandina Upazilla Health Complex,23.4883487,90.9983175,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina,ChIJk94EWxJkVDcR6Vxia_bQEdo
চান্দিনা থানা স্বাস্থ কমপ্লেক্স,23.4883062,90.9969369,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Belashor,ChIJWUbAJBJkVDcRjHqXObgyw60
Sheba Diagnostic Centre,23.4884861,90.9966326,4.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Mokambari Shahi Eidgah, Chandina Grand Trunk Road",ChIJqYItNWBlVDcRxoVsIBDK-eo
মা ও মেডিকেল হল,23.4949809,90.7978677,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Daudkandi Upazila,ChIJzXEdGMlbVDcRXsPwDbaoqIk
নিউ জননি মেডিকেল সেন্টার ও হাসপাতাল,23.5025886,90.9393203,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Madhya to Michael,Nawabpur,Kachua Chandpur Road, Bhani",ChIJbV9Tyh5nVDcRlxwFP4KrSKE
Madhaiya Mim Hospital,23.5025622,90.9393136,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Madhaiya, Dhaka - Chittagong Highway, Chandina",ChIJrfuEtfZnVDcRCVubZC0P7pI
Madhaiya General Hospital,23.5036749,90.9388912,4,7,"['hospital', 'health', 'point_of_interest', 'establishment']","Madhaiya Bazar, Chandina,Comilla-3511, N1",ChIJmY6vTRlnVDcRSdGwQdAybJ0
বিসমিল্লাহ মেডিকেল হল/Bismillah medical hall,23.4787646,90.9479131,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina Upazila,ChIJB-f8PM9nVDcRrQc1OkJYz_o
sumon madical,23.5053773,90.9091388,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",কুটুম্বপুর-মুরাদপুর,ChIJ-xSgp31nVDcRTAwi5wg8HmI
sumon madical hall,23.5047667,90.9090606,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","kutumbapur shaharper, chandina",ChIJYz4yTGxnVDcRyHVjj5G67Zo
সুমন মেডিকেল হল,23.4986321,90.9082201,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",কুটুম্বপুর-মুরাদপুর,ChIJm_cT55xnVDcRb5F4WCEYXy8
ইলমা হোমিও সেন্টার,23.5305792,90.9140851,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajameher,ChIJb7U1iVFnVDcRYxP7vDWuCcM
Chatuli Community Clinic,23.5309637,90.914528,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Debidwar Upazila,ChIJN0PqellnVDcRufw3PaJmSV0
আলাউদ্দিন,23.4573778,90.9397619,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","মহিচাইল পোষ্ট অফিস, Nawabpur Kachua Chandpur Road",ChIJCapWB0ZhVDcR9K-SgwvHjWA
Hospital,23.4563257,90.9386989,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina Upazila,ChIJ__xfBNxgVDcRRvEC0Z5O0QQ
মহিচাইল ২০ শয্যা বিশিষ্ট হাসপাতাল- Mohichail Hospital,23.4559383,90.9394886,2,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Mohichail,ChIJ-2JbpN5gVDcRBRf34U6WX2c
Mohichail Bazar Hospital,23.4558845,90.9395081,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nawabpur Kachua Chandpur Road,ChIJCbdjpN5gVDcRzD_dfIfDIZg
Bismillah Farmisi,23.5506589,90.9277375,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Panti - Rajamehar Road, Rajameher",ChIJURzwcY9nVDcRGmvVZg7lkoI
Tulagaon Community Clinic,23.5146812,90.9903281,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","তুলাগাঁও--চাদ্নিনা সড়ক, Sultanpur",ChIJP1aQai5kVDcRNmGLotTeFAc
Gandra Hospital,23.537713,90.8999777,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJD1h2hyVdVDcRu2G2szaXfhY
ফারজানা মেডিকেল হল,23.4573931,90.9135654,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chandina Upazila,ChIJDQT5HaJhVDcRD7kIEt-OKW0
কাউছার ডক্টর হসপিটাল,23.4165092,90.9251663,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kegla Nowabpur Road,ChIJnX4N0bxhVDcRjRdRnUMXTc8
Al Madina Health Care,23.4136423,90.908137,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","bazar, Gallai, Chandina",ChIJy8rtywxhVDcRrE66CzhNd7M
